Index,date,time,Sentimiento,Comentarios,Categorias 3,Categoría 2,Categoria 1,tweet
527,2023-09-13,20:45:41,,,,,Solicitud de apoyo,"Hola muchas gracias, ya les contesté vía DM"
528,2023-09-13,20:32:13,,,,,Caso resuelto,"Solucionado, gracias!"
529,2023-09-13,16:02:39,,,,,Solicitud de apoyo,ayuda!!
530,2023-09-14,23:17:46,,,,,?,"Es que son horas de Venus, todavía están en tiempo xd"
531,2023-09-14,15:38:55,,,,,?,Inviee en cuestión de minutos desde tu celular y obtén ganancias cada semana. 💰 Conoce cómo hacer crecer tu dinero con Inv…
532,2023-09-15,21:23:57,,,,,Sugerencia,A mi me sirvió actualizar mi versión de Android a la más reciente. Con eso ya abre
533,2023-09-15,16:46:03,,,,,Agradecimiento,Gracias justo eso me funciono
534,2023-09-16,23:38:12,,,,,Sugerencia,Yo elimine el cache en los ajustes de la app y funcionó
535,2023-09-16,23:23:44,,,,,Caso resuelto,Si me funcionó!!! Muchas gracias
536,2023-09-16,20:21:53,,,,,Sugerencia,"Entren a ajustes de la app , borren el cache y funciona"
537,2023-09-16,5:17:38,,,,,Sugerencia,Esto me funcionó a mi
538,2023-09-16,4:56:18,,,,,Caso resuelto,Muchas gracias Hey! Ya quedó resuelto. 👌👌👌
539,2023-09-16,3:28:28,,,,,Agradecimiento,Gracias ! Lo intentare 😁
540,2023-09-17,23:18:02,,,,,Caso resuelto,Gracias! También me funcionó reiniciando 🙌
541,2023-09-17,15:24:56,,,,,Caso resuelto,"Ya qiedo resuelto, muchas gracias!"
542,2023-09-18,22:22:18,,,,,Agradecimiento,Funcionó gracias. Mejor que la cuenta oficial
543,2023-09-18,18:10:10,,,,Sugerencia,Caso resuelto,"Muchas gracias por la información, me sirvió para poder acceder a la aplicación, deberían publicar la solución en sus redes para que otros usuarios puedan solucionarlo"
544,2023-09-19,18:10:58,,,,,Caso resuelto,Confirmo hoy 19 de septiembre que funciona.. muchas gracias
545,2023-09-19,17:56:50,,,,,?,"La colonia más bonita y cool de todo Latinoamérica te está esperando, descubre con Jonnah Moreno sus increíbles recintos y disfruta de su increíble belleza. HeyBanco HeyMedia HeydeLocal Guadalajara"
546,2023-09-19,17:55:31,,,,,?,"El lugar perfecto para sentae a trabajar mientras te tomas un delicioso café... para después ir por una joya de la literatura, de segunda mano. Descubre con Jonnah Moreno los lugares secretos de la colonia Americana. HeyBanco HeyMedia HeydeLocal Guadalajara"
547,2023-09-19,17:52:22,,,,,?,"Entre cafeterías, una arquitectura única y bonitos pisos, Jonnah Moreno nos muestra la cara más apacible de la colonia Americana, que es considerada la más bonita en todo Latinoamérica. HeyBanco HeyMedia HeydeLocal Guadalajara"
548,2023-09-19,16:43:55,,,,Comentario negativo,Caso resuelto,"Muchas gracias ahora sí, por mandar la actualización v10.39.2 de la app de Android. La aplicación funciona nuevamente, tras 5 días que estuvo muea para varios de nosotros. Gracias"
549,2023-09-19,5:21:53,,,,,Comentario positivo,"Exacto, en el 10.39.0 está todo normal."
550,2023-09-20,22:28:33,,,,,Agradecimiento,Listo! Muchas gracias! :)
551,2023-09-20,20:42:03,Positivo,,,Caso resuelto,Agradecimiento,Ya hoy se restableció la aplicación gracias
552,2023-09-20,2:42:16,,,,,?,"X3. A las 12 sin problema, y uno desde las 6 y nada"
553,2023-09-20,2:09:44,,,,,Agradecimiento,"Gracias por la respuesta, pude habilitar mi app"
554,2023-09-22,22:00:52,,,,,Comentario positivo,"A mi nunca me ha fallado, al contrario es de las más estables."
555,2023-09-23,17:15:22,,,,Comentario positivo,Agradecimiento,"Gracias, no debería ser información privada, es para que ustedes mejoren. Saludos."
556,2023-09-24,15:49:15,,,,,Pregunta,cómo puedo pedir otra tarjeta sin perder mis datos anteriores. Gracias
557,2023-09-26,23:06:29,,,,,Comentario negativo,Siempre estoy recomendando y llevo 2 meses sin tarjeta 🤡 ¿regresar a Banamex será la solución?
558,2023-09-26,22:30:41,,,,Comentario positivo,Agradecimiento,"Hola, solo para agradecer públicamente la atención recibida en su momento, y mencionar que ya recibí todos los productos solicitado de su tienda de Hey Shop. Muchas gracias."
559,2023-09-26,18:47:23,,,,,?,Ya lo envie
560,2023-09-27,19:00:56,,,,,Agradecimiento,"Muchas gracias, los amo. 😭🫶🏽"
561,2023-09-28,0:50:29,,,,Sugerencia,Comentario negativo,"increíble que a estas alturas tengas que ir a activar tu netkey “móvil” a una sucursal cuando cambias de teléfono. Tienen mucho que aprender de que sin comprometer tu seguridad, lo hacen simple y rápido desde la misma app."
562,2023-09-30,5:35:34,,,,,Comentario positivo,Yo sigo pensando que es un gran producto
563,2023-10-02,19:50:21,,,,,Agradecimiento,Gracias
564,2023-10-03,23:23:14,,,,,Comentario positivo,Yo también quiero 🫣
565,2023-10-03,18:33:09,,,,Solicitud de apoyo,Agradecimiento,"Gracias, les acabo de escribir."
566,2023-10-05,16:30:02,,,,,Comentario positivo,"Tengo la de que es de banco Azteca y si esta muy bien, la de también esta padre y la de esas manejo"
567,2023-10-06,21:54:50,,,,,?,"En hora buena Jorge, tú eres una persona muy reconocida en el gremio mielero y tu reputación vale."
568,2023-10-11,3:04:58,,,,,Comentario positivo,👀 Órale qué cool. ofrece información sobre finanzas personales dentro de la aplicación. 🤩 Habrá que darle una opounidad al podcast
569,2023-10-12,5:36:25,,,,,Sugerencia,"Ganeee! Si quieres ser pae de esta fiebre Hey, te puedo referir. Gracias"
570,2023-10-13,16:37:56,,,,,Caso resuelto,"Gracias, volví a llamar y fue rapido"
571,2023-10-13,4:04:23,,,,,?,😮‍💨 5 estrellas al sopoe de ya se saben el dúo dinámico ☺️☺️
572,2023-10-14,22:34:37,,,,,Solicitud de apoyo,Quedo en espera. Gracias
573,2023-10-14,11:56:33,,,,,Agradecimiento,Felicidades a todos los que hicieron esto posible
574,2023-10-16,1:22:55,,,,,Agradecimiento,Muchas gracias
575,2023-10-17,18:13:26,,,,,Caso resuelto,"Procedo, gracias por el apoyo"
576,2023-10-18,12:23:13,,,,,?,Recibí ayuda de fredhack88 en Telegram. Me ayudó a recuperar mi cuenta y habilitar la autenticación de dos factores en la cuenta. Estoy realmente impresionado. También te ayudará con tus problemas de piratería.
577,2023-10-19,7:14:39,,,,,Comentario negativo,"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo! 👍 Bancos f…"
578,2023-10-20,23:13:05,,,,,Promociones,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…"
579,2023-10-21,3:46:33,,,,,Promociones,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…"
580,2023-10-21,2:21:31,,,,,?,11% la inversión y con eso!
581,2023-10-22,3:12:45,,,,,Promociones,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…"
582,2023-10-23,19:55:44,,,,,Comentario positivo,Se va a poner bueno con heybanco
583,2023-10-23,3:32:06,,,,,Comentario positivo,"Estamos igual, también me sorprendí"
584,2023-10-23,3:23:34,,,,,?,Yo también!
585,2023-10-24,21:07:14,,,,Sugerencia,Comentario negativo,Nos deberían sorprender con app funcional. Todos los dias hay que estar borrando e instalando. Dura un acceso útil.
586,2023-10-24,19:44:21,,,,,Caso resuelto,Listo enviado
587,2023-10-24,8:53:57,,,,,Promociones,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…"
588,2023-10-25,23:43:33,,,,,Comentario negativo,"Muy buena , esta vez hey se equivocó, decía ser diferente a los bancos normales e incluso puede que apair…"
589,2023-10-25,23:19:19,,,,,Comentario negativo,Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca 👋🫶
590,2023-10-25,22:15:53,,,,,Comentario positivo,es muy buena opción.
591,2023-10-25,21:43:42,,,,,Comentario negativo,"Bueno, toda historia tiene un final. Adiós"
592,2023-10-25,21:36:59,,,,,Sugerencia,"La tarjeta plata trae buen cashback, deberías darle una revisada"
593,2023-10-26,20:20:52,,,,,Promociones,"¿SPA para los Hospitality? Bueno, siempre se agradece un masajito para aguantar los 3 días de festival ¡Checa los beneficios de cada abono! 🎟️🦁🔥 Mañana prevents exclusiva por TecatePalNoe 💖"
594,2023-10-26,19:36:54,,,,,Solicitud de apoyo,Gracias! Les envíe otra duda.
595,2023-10-26,18:51:17,,,,,Solicitud de apoyo,"Ok, estaré al pendiente, gracias"
596,2023-10-27,20:52:45,,,,,Comentario positivo,"Gracias por mis ultimas recompensas, adios vaquero, fue bueno mientras duró"
597,2023-10-27,20:52:13,,,,,Comentario positivo,Mañana los compramos!!! 🫶🙌🏻🙌🏻
598,2023-10-27,20:19:11,,,,,Promociones,🦁 ¡Gracias! La Venta Exclusiva HeyBanco está AGOTADA en su totalidad 🎫 🫵🏻 La venta libre de Boleto Tempranero para 2024 tendrá lugar mañana 28 de octubre a pair de las 14:00 hrs.
599,2023-10-27,20:08:25,,,,,Agradecimiento,Gracias Gracias venta tempranera 🤍 Tqm
600,2023-10-27,19:47:04,,,,,Promociones,⭐️⭐️Tecate Pa'l Noe 2024!!!⭐️⭐️ 🚨Si tienen Hey Banco aprovechen hoy porque hay buenos descuentos en el abono Tempranero!…
601,2023-10-27,18:44:33,,,,,?,¡Muchas gracias por tu confianza! 😀🤲 ¡Estamos felices de que formes pae de la familia Klar! 🥰🤩 ¡TE QUEREMOS!❤️
602,2023-10-27,18:10:40,,,,,Sugerencia,Sería lo más adecuado después de lo que costo por lo menos 6 meses de prueba como lo hacía Scotia con su tarjeta ideal ya después decides.
603,2023-10-28,20:57:12,,,,,Comentario negativo,"Gracias, sigan con esas propuestas tan inovadoras que seguramente atraerán millones de clientes y marcarán un antes y un después de la banca en México. De seguro las felicitaciones no paran por eso hasta bloquearon sus redes sociales. Son unos genios! No se cansan de ganar tanto?"
604,2023-10-28,18:56:45,,,,,Comentario negativo,Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca 👋🫶
605,2023-10-28,18:50:44,,,,,?,adquirí la membresía mega Fan porque me salió que un beneficio era una venta exclusiva de Tecate…
606,2023-10-28,18:50:27,,,,,Caso resuelto,Ya cayó la actualización gracias
607,2023-10-28,18:44:10,,,,,Comentario positivo,Padrísimas las nuevas membresías de encontré una que se ajusta a mis necesidades y ya la contraté. Les recomiendo q…
608,2023-10-28,15:39:01,,,,,?,"A mí ya me depositaron, la verdad estoy contento con sus servicios, espero recapaciten y re valoren sus decisiones"
609,2023-10-28,14:40:52,,,,,?,Es correcto
610,2023-10-28,13:35:53,,,,,Comentario negativo,Esto de me parece tipo las gasolinaras VIP
611,2023-10-28,13:07:09,,,,,?,Antes que nada bienvenido a Ualá. Gracias por el feedback. Es muy constructivo. Varios de esos temas se resuelven en los próximos updates. Mudarse a una arquitectura 100% bancaria no ha sido fácil y eso afecta cieos procesos. Ya viene lo mejor. Gracias desde ya.
612,2023-10-28,1:13:56,,,,,Caso resuelto,"Gracias ya pude comunicarme y creo si se solucionó mi problema, gracias 🙌"
613,2023-10-29,2:17:34,,,,,Promociones,Buena publicidad 👇
614,2023-10-30,23:34:34,,,,,Promociones,"¿Eres un estudiante y tienes una idea brillante? 💡 ¡El Reto Emprende Hey te espera! Paicipa y gana hasta $50,000 por tu…"
615,2023-10-30,21:59:22,,,,,Agradecimiento,Muchas gracias 🥰
616,2023-10-30,21:49:32,,,,,Solicitud de apoyo,Ahorita mismo les mando correo y número telefónico para contacto.
617,2023-10-30,19:03:02,,,,,?,Dale gracias a
618,2023-10-30,16:28:53,,,,,?,Checa creo que tiene mucho potencial!
619,2023-10-31,22:23:42,,,,,?,"Bien hecho, ya mero te alcanzo. 🤷🏽‍♂️"
620,2023-10-31,21:13:51,,,,,?,¡Muchas gracias por tu confianza! 😀 🤲 ¡Estamos felices de que formes pae de la familia Klar! 🥰 🤩
621,2023-10-31,18:51:34,,,,,Comentario positivo,"Lo verdaderamente interesante de heybanco es su herramienta de inversión y, en lo personal, sería para lo único que tengo la tarjeta y que pagaría por el plan. Según el plan que pagues y si dejas el dinero 7 o 28 días te pueden dar el 9%, 10%, 11% o 12% de interés anual."
622,2023-10-31,18:05:15,,,,,Comentario positivo,Ya están todos mis ahorros contigo! gracias
623,2023-10-31,18:01:11,,,,,Agradecimiento,"Gracias, como siempre super atentos y efectividad en resolver dudas."
624,2023-10-31,17:44:55,,,,,Caso resuelto,Gracias por la respuesta ya conteste por DM saludos
625,2023-10-31,15:53:03,,,,,Comentario positivo,¡Estamos para servie!
626,2023-10-31,14:25:33,,,,,Promociones,"¿Eres un estudiante y tienes una idea brillante? 💡 ¡El Reto Emprende Hey te espera! Paicipa y gana hasta $50,000 por tu…"
627,2023-10-31,3:59:10,,,,,,"Uf! Que buena idea, ¿No, Que nos pague en Hey Coins."
628,2023-10-31,3:53:34,,,,,Sugerencia,"Mejor que anualidad, mensualidad 😏"
629,2023-11-01,19:33:12,,,,,?,Bien merecido 🫠
630,2023-11-01,2:16:06,,,,,Promociones,Me encanta la publicidad de la competencia
631,2023-11-02,3:53:49,,,,,Promociones,INVEX!! El acelerador conviene muchísimo si le gastas de 10k para arriba al mes. Este año llevo como 4 mil en vuelos y muchas tarjetitas de uber y starbies.
632,2023-11-02,1:00:57,,,,,Comentario positivo,"Después de ver está entrevista, creo que es una excelente opción"
633,2023-11-02,0:57:59,,,,,Agradecimiento,este tweet es solo para agradecer la rapidez con la que resolvieron unos cargos no reconocidos. Necesitaba urgentemente ese dinero que robaron de mi tarjeta y ustedes me ayudaron en sólo 3 días. También las cosas buenas deberían compairse. ¡Gracias Hey Banco!
634,2023-11-02,0:50:37,,,,,?,"Ya reflexioné, creo que están bien las membresías de"
635,2023-11-02,0:14:08,,,,,Comentario negativo,En unos meses se fue lo que lograron en años... Felicidades
636,2023-11-02,0:08:41,,,,,Sugerencia,Esta es la mejor idea para sus clientes
637,2023-11-03,19:42:24,,,,,Comentario positivo,"La verdad son muy buenos contra fraudes o cosas así, los demás bancos se mega desentienden, a mí me han hecho todos los paros de la vida."
638,2023-11-03,19:14:00,,,,,?,"Sí vi que además traen primo del bono y el primer año sin anualidad, que es lo que me da codoo. Y luego la edición de la tarjeta rosa 🥲. Ya considerando seriamente."
639,2023-11-03,18:35:36,,,,,Sugerencia,"Yo amo con todo mi ser la Amex, la verdad siento que ninguna otra te tratan tan bien, está cara la anualidad pero sí vale toda la pena por la seguridad que te ofrecen."
640,2023-11-03,18:12:46,,,,,?,"Gracias, novio, un saludo hasta allá."
641,2023-11-04,5:06:01,,,,,Agradecimiento,Gracias Mandiii
642,2023-11-07,18:45:40,,,,,Comentario positivo,"Same, ya mejor regresé a Banoe y HeyBanco solo para compras de “riesgo”."
643,2023-11-08,22:57:26,,,,,Comentario positivo,Vamos muy bien con heybanco 👍🏾
644,2023-11-08,17:43:43,,,,,Agradecimiento,Muy amables muchas gracias.
645,2023-11-08,16:06:38,,,,,Caso resuelto,"Listo, lo hice en la madrugada, gracias!!"
646,2023-11-08,13:58:57,,,,,Comentario positivo,Excelente noticia!!! El 15% está genial y sin necesidad de pagar membresías absurdas ahora sí tendrá mucho de que arrepentirse
647,2023-11-09,17:35:17,,,,,?,defiéndete !!!🖤
648,2023-11-09,7:54:23,,,,,Comentario negativo,bajó el rendimiento de la inversión mientras que la subió. Todo perfectamente equilibrado
649,2023-11-10,23:36:40,,,,,Comentario positivo,Hey sigues siendo cliente de Saludos!
650,2023-11-10,21:16:19,,,,,Comentario positivo,recomendada
651,2023-11-10,21:15:29,,,,,Comentario positivo,"Hazlo, es una excelente opción. Yo tengo con ellos 3 años"
652,2023-11-10,3:27:47,,,,,?,"Sí, es venganza"
653,2023-11-11,1:11:31,,,,,Sugerencia,Una lección a esos perros de que quieren cobrar por lo que ustedes dan por solo ser clientes. Solo falta cashback y van a volver a ser mi tarjeta preferida.
654,2023-11-14,21:26:38,,,,,Comentario positivo,"Buen movimiento 🤓 ""Hey"" me recuerda a Mantis de Kung-fu Panda cuando agarra las cuerdas del puente 😂"
655,2023-11-14,21:21:37,,,,,Agradecimiento,Agree. 👍🏽 Hasta una crónica les avente.
656,2023-11-14,18:00:50,,,,,Agradecimiento,Gracias 👍
657,2023-11-16,16:22:08,,,,,?,Esto es rápido para
658,2023-11-17,13:44:00,,,,,?,Nos encanta tenee con nosotros 🥰
659,2023-11-18,23:34:22,,,,,Agradecimiento,Gracias carnal.
660,2023-11-21,21:20:08,,,,,?,No dudo que hayas sido tú hahahahahahaha.
661,2023-11-23,12:49:47,,,,,Sugerencia,"A mí me ofrece 3MSI, sería bueno ver si es verdad jajaja"
662,2023-11-25,17:23:29,,,,,?,Beneficios de un mercado mas competitivo
663,2023-11-25,16:40:17,,,,,Comentario positivo,"Bendita sea la competencia, y bienvenido el cashback así sea un por ciento como dice la canción"
664,2023-11-25,15:49:20,,,,,?,OJO ACA!! Regresan las recompensas a 🤩🤩🤩🤩
665,2023-11-25,13:16:52,,,,,Comentario positivo,Gracias nos escuchaste y por eso seguiré contigo 🫶🤗
666,2023-11-25,11:00:45,,,,,Comentario positivo,Lo mejor que pudiste hacer amigo
667,2023-11-25,4:47:53,,,,,?,Tsss .. que bueno .
668,2023-11-25,4:44:46,,,,,?,"Hiciste bien, tío ☺️"
669,2023-11-26,18:53:13,,,,,?,Les recomiendo también es mexicano y no está en quiebra con el DientesDeBurroUsurero
670,2023-11-26,16:58:44,,,,Solicitud de apoyo,Agradecimiento,"Gracias por la respuesta, estare atento saludos tio"
671,2023-11-27,23:58:29,,,,,Sugerencia,Gracias 🙏 😍👌⁦@soynumx⁩ ⁦@nubank⁩ espero sirva de aprendizaje a las demás plataformas si quieren nuestro dinero como inversionistas. Fyi ⁦@dinnactinver⁩ ⁦@heybanco⁩ ⁦@uala⁩ ⁦@uala_mex⁩ ⁦@MercadoPagoMex⁩ ⁦@FinsusApp⁩
672,2023-11-27,9:38:19,,,,,Comentario positivo,"Increíble atención al cliente de siempre he pagado a tiempo, estoy dentro del plazo de pago y…"
673,2023-11-28,10:47:12,,,,,Comentario positivo,el mejor banco
674,2023-11-29,9:13:31,,,,,Comentario positivo,"Me uní a en julio de 2019 y me ha resultado muy útil para mis transacciones en línea, la verdad la recomiendo mucho"
675,2023-11-30,10:15:52,,,,,Comentario positivo,"Hey Banco me gusta mucho, iwal mercado pago apae de q es súper práctico y el dinero q tienes ahí está inveido en gbm y te genera unos pesitos extras"
676,2023-12-01,21:23:51,,,,,?,🎁 ¡Promoción para todos nuestros clientes Hey! Aprovecha las compras de temporada y recibe recompensas en efectivo. ¿List@ p…
677,2023-12-01,16:26:31,,,,,?,Me gustaba porque repoaba a buró de crédito
678,2023-12-01,8:55:31,,,,,?,Hey. Banco que haya salido a la luz la coreo completa. Me gustó el final a lo indio. Como se llama la obra que interpretan?
679,2023-12-02,20:22:15,,,,,Comentario negativo,Siempre estoy recomendando y llevo 2 meses sin tarjeta 🤡 ¿regresar a Banamex será la solución?
680,2023-12-02,11:30:48,,,,,Solicitud de apoyo,terminos y condiciones por favor
681,2023-12-05,15:45:46,,,,,?,Jajajaja
682,2023-12-07,10:11:29,,,,,?,Breve lección de economía. Aprende a no pagarle a y a cobrar por depositar en y al mismo tiempo que luchas contra el Gaza_Genocide
683,2023-12-07,9:35:45,,,,,?,. Llegan nuevos instrumentos financieros y te ofrecen hasta el 13 por ciento de dinero adicional por cada día que guardes tu dinero mientras que te cobra si no lo mueves por más de seis meses. Por eso está en
684,2023-12-09,16:38:30,,,,,Comentario positivo,"Jamas pensé que me quedaría con Hey Banco después de todas las mamadas que están haciendo pero literalmente es la mejor opción que tengo. En fin, chingada madre HSBC, tremendo pedo por una compra de 150 pesos."
685,2023-12-09,16:12:02,,,,,Comentario positivo,"Correcto, sin más preámbulos."
686,2023-12-14,18:55:33,,,,,?,Apareció una buena promo en al contratar un seguro para tu celular.
687,2023-12-14,11:19:37,,,,,Comentario positivo,"El canje de las hey Coins de por tarjetas de regalo de Amazon ya son instantáneas, te llegan los códigos casi al ins…"
688,2023-12-14,10:13:06,,,,,Solicitud de apoyo,"Excelente pregunta, que de dijeron bro?…"
689,2023-12-14,10:10:39,,,,,Comentario positivo,"El canje de las hey Coins de por tarjetas de regalo de Amazon ya son instantáneas, te llegan los códigos casi al instante. ¿Recuerdan lo que me pasó hace unos meses? 🥲"
690,2023-12-15,16:13:32,,,,,Comentario positivo,"Confirmo el día de hoy cambie mis Hey coins y en el correo de confirmación ya viene el código, todo cool ya hasta realizó mi compra 👍"
691,2023-12-17,16:29:51,,,,,Comentario positivo,Amamos las recompensas de 🫡
692,2023-12-17,12:08:17,,,,,?,Con para que me patrocine más juegos del MaratonDevir
693,2023-12-18,10:31:35,,,,,Comentario positivo,"Evalué cambiar a HeyBanco! por Nu, debido a la tasa de rendimiento y wow, gratamente sorprendida."
694,2023-12-19,21:07:28,,,,,Caso resuelto,Muy amablemente su AreaEspecializada me dió solución. ^R
695,2023-12-22,17:50:55,,,,,Comentario positivo,"Te la recomiendo, atención inmediata, también para ti un abrazo y felices fiestas, abrazo para toda la familia."
696,2023-12-22,17:37:53,,,,,?,"Entiendo, con la de Baz me transfiero de la de crédito a la de Azteca, entra como una compra y no me genera comisión. Te la recomiendo y muy accesible"
697,2023-12-22,15:58:18,,,,,Caso resuelto,"Excelente, gracias por la información."
698,2023-12-22,11:43:33,,,,,?,"Hola Pepe, buenos días. Te atiende Sofía, es un gusto saludae. ¿Nos podrías compair vía DM mayor detalle de la situación que presentas con tu aplicación BBVA México, por favor? 1/2"
699,2023-12-27,9:01:38,,,,,?,"Manifestando ganarme el soeo de HeyBanco. Hecho esta, lo declaro, soy abundancia."
700,2023-12-28,22:25:18,,,,,Solicitud de apoyo,"Hola! He mantenido un buen historial con ustedes, tengo la duda de qué hacer para que me aumenten la línea de crédito TDC?"
701,2023-12-30,9:31:05,,,,,Caso resuelto,Gracias ayer me atendieron rápido por llamada ya quedo resuelto
702,2024-01-01,14:05:36,,,,,Comentario positivo,"Año Nuevo, novedades nuevas ¿que les parece este ajuste de HEYBANCO? Anualidad y HEY PRO forzado 🙌 Me parece una mejor opción"
703,2024-01-01,9:25:46,,,,,?,"Hay que transmitir información fidedigna y real, ya lleva algunos años operando..."
704,2024-01-02,17:51:09,,,,,Comentario positivo,"Te recomiendo Hey banco, no tiene nada de eso y puedes retirar en cualquier HSBC o inbursa sin comisión."
705,2024-01-04,22:01:23,,,,,Comentario positivo,"Hoy fui a la Fanshop de Hey banco y me la pasé super chido, además hice un amix ✨"
706,2024-01-04,12:03:48,,,,,Comentario positivo,"otra opción que en lo personal podría recomendae, también tiene buenas promociones y MSI"
707,2024-01-04,11:15:48,,,,,Comentario positivo,la mejor
708,2024-01-05,12:39:28,,,,Solicitud de apoyo,Agradecimiento,Va gracias les mande dm
709,2024-01-07,18:53:21,,,,,?,está mejor
710,2024-01-07,17:46:48,,,,,?,puro ese mejor nu nu fonite foniteog
711,2024-01-08,11:16:15,,,,,?,"Yo: voy a trabajar Mi hermana: Oye, entonnces cómo valido mi HeyBanco Papás: Oye, que hay un tema con el depa ;_; jajajaja pero bueno, agradezco que haya alguien allá que me ayude a resolverlo."
712,2024-01-09,23:55:06,,,,,?,"Tengo un Pixel 5, genio."
713,2024-01-09,0:42:33,,,,,?,Si ya todo bien Señor Lampi🙌🏻
714,2024-01-10,13:37:20,,,,,Comentario negativo,"Uy, ya los contacté, incluso les mande video al correo electrónico que me señalo la persona que me contestó, actualice mi sistema operativo y sigue igual, esto sucede solo con la app del Banco Hey, tengo apps de otros bancos y funcionan perfecto."
715,2024-01-10,12:36:49,,,,,?,🎁 ¡Promoción para todos nuestros clientes Hey! Aprovecha las compras de temporada y recibe recompensas en efectivo. ¿List@ p…
716,2024-01-11,15:20:48,,,,,Agradecimiento,Gracias
717,2024-01-13,13:44:57,,,,,Caso resuelto,Ya llame y ya me ayudaron gracias
718,2024-01-14,14:57:03,,,,,?,No tiene límites jajaja gpt-4 gratis
719,2024-01-15,12:22:52,,,,,Caso resuelto,"Quedó solucionado el fin de semana, gracias"
720,2024-01-16,18:32:25,,,,,Caso resuelto,Listo ya quedó muchas gracias.
721,2024-01-17,22:32:37,,,,,Comentario positivo,"HeyBanco y nu son mucho mejores, para los que andan buscando moverse."
722,2024-01-17,21:08:35,,,,,Comentario positivo,"Por si ocupan, excelentes alternativas a BancoAztecaEnQuiebra 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados."
723,2024-01-17,19:54:36,,,,,Comentario positivo,"Excelentes alternativas a 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados"
724,2024-01-17,19:51:13,,,,,Comentario positivo,"Excelentes alternativas a : 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados"
725,2024-01-17,19:43:52,,,,,Comentario positivo,"Excelentes alternativas a Banco Azteca: 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados"
726,2024-01-18,12:58:15,,,,,?,¡Celebramos 6 años en Hey Banco! 🎉 Gracias por confiar en nosotros en este viaje; tu apoyo ha sido fundamental para nuestro…
727,2024-01-19,11:01:15,,,,,Solicitud de apoyo,"Buen día, envié correo justo ahora. Gracias."
728,2024-01-19,10:06:58,,,,,?,Buenos días. Con la maravillosa sorpresa de que mi cuenta amaneció en ceros 🤡
729,2024-01-21,19:07:32,,,,,?,Listo!!
730,2024-01-21,18:42:05,,,,,?,"Raro, yo he realizado varias transacciones sin problema"
731,2024-01-21,9:09:53,,,,,Comentario positivo,la mejor opción rendimiento del 13%
732,2024-01-21,17:58:03,,,,,Solicitud de apoyo,Hola! También me gustaría unirme porfa.
733,2024-01-21,11:46:51,,,,Comentario positivo,Sugerencia,"Agrega la app nunca me ha fallado, su proceso de contratación es ágil pues al par qué abres la cuenta te evalúa para la tarjeta de crédito; depósitos y transferencias inmediatas."
734,2024-01-22,17:18:41,,,,,?,Dinero deberían darme los de pero gracias por un año de servicios.
735,2024-01-22,16:00:41,,,,Solicitud de apoyo,Agradecimiento,"Muchísimas gracias! se comprometió a resolver el problema con fecha límite al 25 de enero de 2024, de no ser así enseguida me pondré en contacto con"
736,2024-01-22,13:55:08,,,,,Agradecimiento,Muchas gracias
737,2024-01-22,12:57:27,,,,Solicitud de apoyo,Agradecimiento,"Les agradezco mucho la atención, me pondré en contacto con ustedes."
738,2024-01-23,12:10:13,,,,,?,estamos más que listos 🤩😍 ansiosos Desconéctate por 3 días en el Acústico Hey Banco de TecatePalNoe 🔌
739,2024-01-25,21:11:05,,,,,?,Funciona mucho mejor que el de 🤡🤡
740,2024-01-26,22:23:25,,,,,?,Jajajaja lo amé
741,2024-01-26,17:41:58,,,,,?,Jajaja
742,2024-01-29,18:17:18,,,,,Solicitud de apoyo,"Hola, buenas tardes. Te atiende Luz, es un placer saludae. Con gusto podemos apoyae, por favor escríbenos a nuestra cuenta oficial en Twitter ( ) para brindarle seguimiento a tu solicitud y compaie la información correspondiente. 1"
743,2024-01-29,15:44:22,,,,,Agradecimiento,"Listo, gracias."
744,2024-01-30,15:12:47,,,,Comentario negativo,Sugerencia,Hola valdría la pena que cuando hagan cambios dan un resumen de los cambios realizados en el contrato y no manden las 60 hojas completas. 😬 CharlyTip mejora la experiencia del cliente.
